"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"pp0" 0.411951259042453 0.00373451814987307 0.098732208144723 0.253810021283507 0.333352569640895 0.401584968957013 0.477823729487768 0.624018493843801 698.953930271305 1.00358628166314
"pr0" 0.182474926982545 0.0021978791071438 0.0571992688346094 0.0738487535897571 0.142555305308629 0.183068424758793 0.22199437072433 0.296058424240843 677.287956917316 1.00081099650447
"xstar" 0.0898325202684959 0.000293253939234866 0.00781951921312465 0.074446760018129 0.0842420083287409 0.0897284893192743 0.095199973625363 0.105059293958613 711.004571148463 1.00039959467245
"b1" 0.486937554318279 0.00899179887394188 0.222732046305706 0.132334117452103 0.307104534564171 0.460709824661785 0.651853943513778 0.934654458880401 613.581484528445 1.00339531987001
"ppadjpred[1]" 0.411951259042453 0.00373451814987307 0.098732208144723 0.253810021283507 0.333352569640895 0.401584968957013 0.477823729487768 0.624018493843801 698.953930271305 1.00358628166314
"ppadjpred[2]" 0.376317280129783 0.00337701601428272 0.0891645402099191 0.232948705502311 0.304753109077738 0.367420454787618 0.436224448944816 0.567659696559688 697.136960482411 1.00351078365222
"ppadjpred[3]" 0.34378631817711 0.00305646796420296 0.0805973419614712 0.21314496770965 0.278927871560391 0.334854288290019 0.399481167537694 0.515943394087292 695.347251470831 1.00342498504364
"ppadjpred[4]" 0.314086387105818 0.00276896328113654 0.0729237940095076 0.195948167389154 0.255335935940781 0.306212888628471 0.364557289843512 0.470889993996947 693.592068132055 1.00332889142469
"ppadjpred[5]" 0.28696949442295 0.00251099901822715 0.0660482846680386 0.179826702264487 0.233755443884217 0.27933975701457 0.333030442767926 0.429192638608232 691.878763131177 1.00322264564298
"ppadjpred[6]" 0.262209511243972 0.0022794383488616 0.0598852587634972 0.165499897700817 0.213966385521962 0.255870448845245 0.303183490676184 0.392593735016897 690.214629169807 1.0031065379669
"ppadjpred[7]" 0.239600232569534 0.00207147318641098 0.0543581853355769 0.152266684185291 0.195499362397429 0.233400150055721 0.277208950969112 0.357423165972259 688.606738010336 1.00298101230093
"ppadjpred[8]" 0.218953610719129 0.00188459063056055 0.0493986317864017 0.140324749589186 0.178747184562822 0.213595472914354 0.25317779398258 0.326542976989079 687.06177214143 1.00284666766244
"ppadjpred[9]" 0.200098146370197 0.00171654283977117 0.04494543326344 0.128697709102637 0.16357201847215 0.195131979218288 0.23137327891799 0.297343996923536 685.585856165591 1.00270425433116
"ppadjpred[10]" 0.182877423056185 0.00156531996949061 0.0409439471783743 0.118397989676005 0.149780054653321 0.178479324458524 0.21136920600188 0.27155462947784 684.184395775535 1.00255466436688
"ppadjpred[11]" 0.167148772254511 0.00142912585229815 0.0373453837837563 0.108777129865417 0.137134569486652 0.163186506851166 0.193035751680575 0.246006638408498 682.861932426126 1.00239891653424
"ppadjpred[12]" 0.152782057356629 0.00130635612964109 0.0341062046644539 0.0996885457022653 0.125487206362126 0.149224139451199 0.176174919193838 0.224382024282916 681.622021415924 1.00223813604848
"ppadjpred[13]" 0.139658565868397 0.0011955785755317 0.0311875818615039 0.0916262299195454 0.114453892409548 0.136389041056277 0.16105969865562 0.204628874547221 680.467140049081 1.00207352992387
"ppadjpred[14]" 0.127670000149003 0.00109551538075459 0.028554911138997 0.0835191984399918 0.104750451184114 0.124477548245112 0.1471693070832 0.18749036729414 679.39863091413 1.00190635902935
"ppadjpred[15]" 0.116717557869841 0.0010050271919445 0.0261773736343231 0.0763361555942513 0.0959901004107325 0.113849227685541 0.134575282136756 0.171604505064952 678.416683227682 1.0017379081955
"ppadjpred[16]" 0.106711094168627 0.000923098723424521 0.0240275408005585 0.0695410836598701 0.0877134324934883 0.103946862785972 0.122835162405726 0.156915828803295 677.52035284428 1.00156945584795
"ppadjpred[17]" 0.097568358196161 0.000848825780995578 0.022081018157473 0.0636283326425309 0.080104562108595 0.0949175685829251 0.112396555586822 0.144075229772368 676.707619159063 1.00140224464883
"ppadjpred[18]" 0.0892142974097964 0.000781403555971431 0.0203161239143275 0.0578785593357493 0.0733712890353707 0.0868983766599262 0.102954679361656 0.132716887425884 675.975474958641 1.00123745451343
"ppadjpred[19]" 0.0815804235649993 0.000720116064693869 0.0187135990131202 0.0526678264455032 0.0670315167486147 0.0795173699625424 0.0943694330792479 0.121608924335321 675.320043507493 1.00107617914918
"ppadjpred[20]" 0.074604234899673 0.000664326623600959 0.0172563455657979 0.0481074463523713 0.0612758346394751 0.072767368739213 0.086380569217037 0.11086453950754 674.736715934123 1.00091940696766
"ppadjpred[21]" 0.0682286895001299 0.000613469262751015 0.0159291910250141 0.0436513566458283 0.0559671470013867 0.0666643437087972 0.0790671299947538 0.102132780680548 674.220301372912 1.00076800688298
"ppadjpred[22]" 0.0624017252871755 0.00056704099166348 0.0147186757386383 0.0397902676312523 0.0510605075751065 0.0608531200388291 0.0721616271257425 0.0940336327506485 673.765182317806 1.00062271916731
"ppadjpred[23]" 0.0570758224697753 0.000524594840599667 0.0136128617981891 0.0362194740703665 0.0465281268978601 0.0556874059077649 0.0661803355281004 0.0863980036339969 673.365468181862 1.00048415122061
"ppadjpred[24]" 0.0522076046858907 0.000485733608176688 0.0126011613066759 0.0327655520099321 0.0424715683470404 0.050844005117029 0.0605347498739066 0.0792094759659934 673.015141012926 1.00035277784994
"ppadjpred[25]" 0.0477574753886387 0.000450104252709101 0.0116741823687201 0.0298238146308557 0.0387819636446136 0.0464682719944603 0.0554593367714344 0.0725200197784078 672.708188546859 1.00022894546035
"ppadjpred[26]" 0.0436892863440017 0.000417392870130849 0.010823591252284 0.0269469950384637 0.0353157376448483 0.0424682516574868 0.0508645786429575 0.0666616897143776 672.438721138011 1.00011287943899
"ppadjpred[27]" 0.0399700353866391 0.000387280717231059 0.0100419892936218 0.0244900781169109 0.0321695668162768 0.0387994537838663 0.0465979411980098 0.061416083234544 672.338158271547 1.00000469396356
"ppadjpred[28]" 0.0365695908354584 0.000359506095793111 0.0093228032213145 0.0221440419585038 0.0293628187939421 0.0354891031998788 0.0427998969895883 0.0566048923194876 672.481773090399 0.999904403475229
"ppadjpred[29]" 0.0334604402027613 0.000333919506226003 0.00866018766668999 0.0200064236128462 0.0268322753215798 0.0324530201293631 0.0391966045426631 0.0523425814798585 672.62193731263 0.99981193511263
"ppadjpred[30]" 0.030617461042073 0.000310289812365584 0.00804893871072142 0.0181116394671733 0.02446427102701 0.0297293338156086 0.0359299693443482 0.0483293044235995 672.887107488306 0.999727141491245
"ppadjpred[31]" 0.0280177119720769 0.000288377609892381 0.00748441739476688 0.0163226203360284 0.0222895945438376 0.0271273908602248 0.0329176230333612 0.0444917730074426 673.585799576899 0.999649813318581
"ppadjpred[32]" 0.0256402420891184 0.000268134256971624 0.00696248219635298 0.014703325240955 0.0203126546767492 0.0248264217043941 0.0301366161197109 0.0412313049409552 674.254088965617 0.999579691447509
"ppadjpred[33]" 0.0234659171400859 0.000249413617014246 0.00647942954288994 0.0133278100658251 0.0185206453625648 0.0226549024593937 0.0275893153457291 0.0378399159780873 674.890356073953 0.999516478078655
"ppadjpred[34]" 0.0214772609725238 0.00023206544728684 0.00603194150631619 0.0119966100700995 0.0169078164834214 0.0207178303661188 0.0252640609131612 0.0351731196756401 675.605658426929 0.999459846921354
"ppadjpred[35]" 0.0196583109108862 0.000215969963992369 0.00561703989030344 0.0108335283085575 0.0153935343562441 0.0189286067218874 0.0232142191242099 0.0325126519819389 676.438479164401 0.999409452207475
"ppadjpred[36]" 0.0179944858280605 0.000201049941860259 0.0052320459885803 0.00978548434081744 0.0140325731673807 0.0172749896608606 0.021330174361931 0.029928231538943 677.228461516038 0.999364936521664
