1	1	0	876
1	2	0	472
1	3	0	389
1	4	0	380
1	5	0	694
1	6	0	703
1	7	0	1369
1	8	0	1344
1	9	0	1325
1	10	0	1304
1	11	0	1284
1	12	0	1259
1	13	0	1239
1	14	0	1220
1	15	0	2364
1	16	0	2278
1	17	0	2188
1	18	0	2099
1	19	0	2007
1	20	0	4625
1	21	0	4064
1	22	0	3513
1	23	0	2985
1	24	0	2482
1	25	0	2023
1	26	0	1605
1	27	0	1239
1	28	0	928
1	29	0	669
1	30	0	1073
1	1	14	0
1	2	14	0
1	3	14	1
1	4	14	1
1	5	14	1
1	6	14	5
1	7	14	6
1	8	14	6
1	9	14	8
1	10	14	7
1	11	14	11
1	12	14	2
1	13	14	7
1	14	14	7
1	15	14	8
1	16	14	8
1	17	14	10
1	18	14	5
1	19	14	4
1	20	14	7
1	21	14	5
1	22	14	4
1	23	14	1
1	24	14	0
1	25	14	0
1	26	14	0
1	27	14	0
1	28	14	0
1	29	14	0
1	30	14	0
1	1	15	0
1	2	15	0
1	3	15	0
1	4	15	0
1	5	15	0
1	6	15	0
1	7	15	0
1	8	15	0
1	9	15	0
1	10	15	0
1	11	15	0
1	12	15	0
1	13	15	0
1	14	15	0
1	15	15	0
1	16	15	0
1	17	15	0
1	18	15	0
1	19	15	0
1	20	15	0
1	21	15	0
1	22	15	0
1	23	15	0
1	24	15	0
1	25	15	0
1	26	15	0
1	27	15	0
1	28	15	0
1	29	15	0
1	30	15	0
1	1	18	0
1	2	18	0
1	3	18	0
1	4	18	0
1	5	18	0
1	6	18	0
1	7	18	0
1	8	18	0
1	9	18	0
1	10	18	0
1	11	18	0
1	12	18	0
1	13	18	0
1	14	18	0
1	15	18	0
1	16	18	0
1	17	18	0
1	18	18	0
1	19	18	0
1	20	18	0
1	21	18	0
1	22	18	0
1	23	18	0
1	24	18	0
1	25	18	0
1	26	18	0
1	27	18	0
1	28	18	0
1	29	18	0
1	30	18	0
1	1	19	0
1	2	19	0
1	3	19	0
1	4	19	0
1	5	19	0
1	6	19	0
1	7	19	0
1	8	19	0
1	9	19	0
1	10	19	0
1	11	19	0
1	12	19	0
1	13	19	0
1	14	19	0
1	15	19	0
1	16	19	0
1	17	19	0
1	18	19	0
1	19	19	0
1	20	19	0
1	21	19	0
1	22	19	0
1	23	19	0
1	24	19	0
1	25	19	0
1	26	19	0
1	27	19	0
1	28	19	0
1	29	19	0
1	30	19	0
1	1	64	0
1	2	64	0
1	3	64	1
1	4	64	0
1	5	64	0
1	6	64	1
1	7	64	3
1	8	64	2
1	9	64	3
1	10	64	4
1	11	64	4
1	12	64	0
1	13	64	2
1	14	64	1
1	15	64	3
1	16	64	2
1	17	64	4
1	18	64	1
1	19	64	3
1	20	64	1
1	21	64	3
1	22	64	2
1	23	64	1
1	24	64	0
1	25	64	0
1	26	64	0
1	27	64	0
1	28	64	0
1	29	64	0
1	30	64	0
2	1	0	876
2	2	0	472
2	3	0	389
2	4	0	382
2	5	0	692
2	6	0	702
2	7	0	1369
2	8	0	1349
2	9	0	1321
2	10	0	1308
2	11	0	1279
2	12	0	1260
2	13	0	1239
2	14	0	1218
2	15	0	2366
2	16	0	2278
2	17	0	2189
2	18	0	2098
2	19	0	2009
2	20	0	4623
2	21	0	4066
2	22	0	3510
2	23	0	2985
2	24	0	2484
2	25	0	2022
2	26	0	1606
2	27	0	1238
2	28	0	927
2	29	0	668
2	30	0	1075
2	1	14	17
2	2	14	28
2	3	14	20
2	4	14	27
2	5	14	66
2	6	14	67
2	7	14	141
2	8	14	156
2	9	14	135
2	10	14	180
2	11	14	152
2	12	14	143
2	13	14	136
2	14	14	126
2	15	14	248
2	16	14	251
2	17	14	194
2	18	14	154
2	19	14	131
2	20	14	217
2	21	14	92
2	22	14	48
2	23	14	17
2	24	14	6
2	25	14	4
2	26	14	2
2	27	14	0
2	28	14	1
2	29	14	0
2	30	14	1
2	1	15	0
2	2	15	0
2	3	15	0
2	4	15	0
2	5	15	0
2	6	15	0
2	7	15	0
2	8	15	0
2	9	15	0
2	10	15	0
2	11	15	0
2	12	15	0
2	13	15	0
2	14	15	0
2	15	15	1
2	16	15	0
2	17	15	0
2	18	15	0
2	19	15	0
2	20	15	0
2	21	15	0
2	22	15	0
2	23	15	0
2	24	15	0
2	25	15	0
2	26	15	0
2	27	15	0
2	28	15	0
2	29	15	0
2	30	15	0
2	1	18	7
2	2	18	0
2	3	18	0
2	4	18	0
2	5	18	0
2	6	18	0
2	7	18	0
2	8	18	0
2	9	18	0
2	10	18	0
2	11	18	0
2	12	18	0
2	13	18	0
2	14	18	0
2	15	18	0
2	16	18	0
2	17	18	0
2	18	18	0
2	19	18	0
2	20	18	0
2	21	18	0
2	22	18	0
2	23	18	0
2	24	18	0
2	25	18	0
2	26	18	0
2	27	18	0
2	28	18	0
2	29	18	0
2	30	18	0
2	1	19	0
2	2	19	0
2	3	19	0
2	4	19	0
2	5	19	0
2	6	19	0
2	7	19	0
2	8	19	0
2	9	19	0
2	10	19	0
2	11	19	0
2	12	19	0
2	13	19	0
2	14	19	0
2	15	19	1
2	16	19	0
2	17	19	0
2	18	19	0
2	19	19	0
2	20	19	0
2	21	19	0
2	22	19	0
2	23	19	0
2	24	19	0
2	25	19	0
2	26	19	0
2	27	19	0
2	28	19	0
2	29	19	0
2	30	19	0
2	1	64	3
2	2	64	9
2	3	64	10
2	4	64	9
2	5	64	27
2	6	64	22
2	7	64	42
2	8	64	47
2	9	64	38
2	10	64	60
2	11	64	54
2	12	64	43
2	13	64	39
2	14	64	45
2	15	64	69
2	16	64	66
2	17	64	62
2	18	64	52
2	19	64	48
2	20	64	64
2	21	64	34
2	22	64	14
2	23	64	3
2	24	64	2
2	25	64	0
2	26	64	0
2	27	64	0
2	28	64	0
2	29	64	0
2	30	64	0
3	1	0	876
3	2	0	472
3	3	0	389
3	4	0	380
3	5	0	694
3	6	0	703
3	7	0	1369
3	8	0	1345
3	9	0	1324
3	10	0	1305
3	11	0	1284
3	12	0	1257
3	13	0	1240
3	14	0	1218
3	15	0	2366
3	16	0	2278
3	17	0	2189
3	18	0	2097
3	19	0	2009
3	20	0	4624
3	21	0	4066
3	22	0	3510
3	23	0	2985
3	24	0	2484
3	25	0	2022
3	26	0	1607
3	27	0	1236
3	28	0	929
3	29	0	667
3	30	0	1075
3	1	14	5
3	2	14	17
3	3	14	19
3	4	14	22
3	5	14	43
3	6	14	62
3	7	14	98
3	8	14	97
3	9	14	110
3	10	14	120
3	11	14	108
3	12	14	120
3	13	14	102
3	14	14	101
3	15	14	193
3	16	14	159
3	17	14	147
3	18	14	116
3	19	14	111
3	20	14	178
3	21	14	74
3	22	14	41
3	23	14	16
3	24	14	14
3	25	14	3
3	26	14	3
3	27	14	0
3	28	14	1
3	29	14	1
3	30	14	0
3	1	15	0
3	2	15	0
3	3	15	0
3	4	15	0
3	5	15	0
3	6	15	0
3	7	15	0
3	8	15	0
3	9	15	0
3	10	15	0
3	11	15	0
3	12	15	0
3	13	15	0
3	14	15	0
3	15	15	0
3	16	15	0
3	17	15	0
3	18	15	0
3	19	15	0
3	20	15	0
3	21	15	0
3	22	15	0
3	23	15	0
3	24	15	0
3	25	15	0
3	26	15	0
3	27	15	0
3	28	15	0
3	29	15	0
3	30	15	0
3	1	18	5
3	2	18	0
3	3	18	0
3	4	18	0
3	5	18	0
3	6	18	0
3	7	18	0
3	8	18	0
3	9	18	0
3	10	18	0
3	11	18	0
3	12	18	0
3	13	18	0
3	14	18	0
3	15	18	0
3	16	18	0
3	17	18	0
3	18	18	0
3	19	18	0
3	20	18	0
3	21	18	0
3	22	18	0
3	23	18	0
3	24	18	0
3	25	18	0
3	26	18	0
3	27	18	0
3	28	18	0
3	29	18	0
3	30	18	0
3	1	19	0
3	2	19	0
3	3	19	0
3	4	19	0
3	5	19	0
3	6	19	0
3	7	19	0
3	8	19	0
3	9	19	0
3	10	19	0
3	11	19	0
3	12	19	0
3	13	19	0
3	14	19	0
3	15	19	0
3	16	19	0
3	17	19	0
3	18	19	0
3	19	19	0
3	20	19	0
3	21	19	0
3	22	19	0
3	23	19	0
3	24	19	0
3	25	19	0
3	26	19	0
3	27	19	0
3	28	19	0
3	29	19	0
3	30	19	0
3	1	64	0
3	2	64	9
3	3	64	7
3	4	64	9
3	5	64	16
3	6	64	17
3	7	64	39
3	8	64	42
3	9	64	35
3	10	64	43
3	11	64	32
3	12	64	33
3	13	64	36
3	14	64	20
3	15	64	69
3	16	64	46
3	17	64	46
3	18	64	37
3	19	64	36
3	20	64	59
3	21	64	22
3	22	64	17
3	23	64	4
3	24	64	3
3	25	64	1
3	26	64	1
3	27	64	0
3	28	64	0
3	29	64	0
3	30	64	0
4	1	0	876
4	2	0	472
4	3	0	389
4	4	0	381
4	5	0	693
4	6	0	702
4	7	0	1370
4	8	0	1346
4	9	0	1323
4	10	0	1305
4	11	0	1283
4	12	0	1259
4	13	0	1238
4	14	0	1218
4	15	0	2366
4	16	0	2278
4	17	0	2189
4	18	0	2099
4	19	0	2011
4	20	0	4621
4	21	0	4064
4	22	0	3512
4	23	0	2988
4	24	0	2481
4	25	0	2022
4	26	0	1606
4	27	0	1238
4	28	0	928
4	29	0	668
4	30	0	1074
4	1	14	12
4	2	14	13
4	3	14	14
4	4	14	16
4	5	14	29
4	6	14	37
4	7	14	94
4	8	14	95
4	9	14	98
4	10	14	102
4	11	14	102
4	12	14	77
4	13	14	71
4	14	14	68
4	15	14	150
4	16	14	137
4	17	14	128
4	18	14	79
4	19	14	83
4	20	14	109
4	21	14	52
4	22	14	37
4	23	14	10
4	24	14	5
4	25	14	5
4	26	14	1
4	27	14	0
4	28	14	0
4	29	14	0
4	30	14	0
4	1	15	0
4	2	15	0
4	3	15	0
4	4	15	0
4	5	15	0
4	6	15	0
4	7	15	0
4	8	15	0
4	9	15	0
4	10	15	0
4	11	15	0
4	12	15	1
4	13	15	0
4	14	15	0
4	15	15	0
4	16	15	0
4	17	15	0
4	18	15	0
4	19	15	1
4	20	15	0
4	21	15	0
4	22	15	0
4	23	15	0
4	24	15	0
4	25	15	0
4	26	15	0
4	27	15	0
4	28	15	0
4	29	15	0
4	30	15	0
4	1	18	3
4	2	18	0
4	3	18	0
4	4	18	0
4	5	18	0
4	6	18	0
4	7	18	0
4	8	18	0
4	9	18	0
4	10	18	0
4	11	18	0
4	12	18	0
4	13	18	0
4	14	18	0
4	15	18	0
4	16	18	0
4	17	18	0
4	18	18	0
4	19	18	0
4	20	18	0
4	21	18	0
