"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"pp0" 0.440601799239727 0.00370713465926066 0.107268428356422 0.251149013365016 0.364886884166272 0.435922984579406 0.505340775767174 0.668790911707181 837.273048467264 0.999503481806276
"pr0" 0.0780988759998981 0.00108011486755257 0.0297110579340584 0.0248948147867583 0.0579959289179877 0.0759817371868453 0.0963628767961392 0.145206740224511 756.652278480179 1.00526394281073
"xstar" 0.0886160599289803 0.00027766146843067 0.00808284553245153 0.0729187178979921 0.0831311449326301 0.0883003868175879 0.0938563282211933 0.105072706506388 847.417300854453 1.00725710967384
"b1" 0.201027292771658 0.00438646948931931 0.123243862525474 0.0410002755114068 0.119343961198481 0.173847511108336 0.252286059588158 0.521945044145246 789.405914427148 1.00418436934451
"ppadjpred[1]" 0.440601799239727 0.00370713465926066 0.107268428356422 0.251149013365016 0.364886884166272 0.435922984579406 0.505340775767174 0.668790911707181 837.273048467264 0.999503481806276
"ppadjpred[2]" 0.403015569272668 0.00335551560494579 0.0969889668633964 0.229935226356682 0.334194072844353 0.400265415668176 0.460431895076755 0.607722011107319 835.460921532957 0.99955131506853
"ppadjpred[3]" 0.368660121894168 0.00304119962512068 0.0877914149349977 0.210508369671763 0.306212910746042 0.366893158692146 0.420795542732137 0.552904373445451 833.32467317395 0.999620144358546
"ppadjpred[4]" 0.337255657142219 0.00276006516664382 0.0795587444628879 0.193124561881946 0.281424026512206 0.335763260384153 0.385647714755058 0.50396321183225 830.877826837261 0.999710566395582
"ppadjpred[5]" 0.308546787726033 0.00250843641101914 0.072186306023719 0.177230621405899 0.257912827242225 0.307270090482499 0.353197833450182 0.45907163113162 828.139394336086 0.999822895770857
"ppadjpred[6]" 0.282300393276253 0.00228303697562704 0.0655805574676418 0.162297754322005 0.236823830508927 0.281098891225858 0.322805086444569 0.42027567476301 825.133686076728 0.9999571322831
"ppadjpred[7]" 0.25830366457533 0.00208094844754577 0.0596579245406333 0.148300495669288 0.217799975551758 0.257328883672824 0.296144740144154 0.383496231847868 821.889890036601 1.00011293712832
"ppadjpred[8]" 0.236362320825777 0.0018995732099683 0.0543437793456107 0.13488755335578 0.199551322738575 0.235530740533126 0.271599611095261 0.35059999002289 818.441427847282 1.00028962018181
"ppadjpred[9]" 0.216298984535728 0.00173660107859539 0.0495715238477141 0.122734263300364 0.183217941568233 0.215683886116207 0.249104220694062 0.320428602137694 814.82511410881 1.00048614005788
"ppadjpred[10]" 0.19795169998534 0.00158997931916026 0.0452817669224426 0.112654617473866 0.167941884122762 0.197644712219851 0.22762636506756 0.292200004727071 811.080161392117 1.00070111785921
"ppadjpred[11]" 0.181172582496536 0.00145788566761501 0.0414215846481039 0.10264616775105 0.153848846291542 0.18082209463071 0.208376753600712 0.26559803160262 807.247086188781 1.00093286459716
"ppadjpred[12]" 0.165826586873849 0.00133870402141284 0.0379438546672718 0.0932891310908446 0.141086276586162 0.165217188734491 0.190677840415672 0.243285600636855 803.366578679184 1.0011794212723
"ppadjpred[13]" 0.151790384425985 0.00123100251348801 0.0348066564909843 0.0847942506086914 0.129568834780842 0.151386534768876 0.174496427927804 0.22250303970553 799.47840068347 1.0014386096613
"ppadjpred[14]" 0.138951338925648 0.00113351371960945 0.0319727305946226 0.0768823066258237 0.118519949411683 0.138365198981853 0.160020393344098 0.203599568542007 795.62037150246 1.0017080910725
"ppadjpred[15]" 0.127206572727577 0.00104511678442259 0.0294089900523927 0.0700497271144915 0.108587499920797 0.126844538607546 0.146620193736307 0.186856298110056 791.827491393605 1.00198542979922
"ppadjpred[16]" 0.116462115049539 0.000964821281470093 0.0270860792726731 0.0637695787049752 0.0993284537247718 0.116042944768213 0.133983050724643 0.172107575533334 788.13123869004 1.0022681577734
"ppadjpred[17]" 0.106632125135113 0.000891752647751805 0.0249779751236425 0.0581442603504679 0.0906500789307411 0.106365908871093 0.122884777276985 0.157528859135588 784.559060962903 1.0025538370159
"ppadjpred[18]" 0.097638183667014 0.000825139054118321 0.0230616263736408 0.0528585719939955 0.0827150719174284 0.0974626752433155 0.11242450715854 0.145147352680748 781.134065078404 1.00284011686315
"ppadjpred[19]" 0.0894086463911307 0.000764299589365819 0.0213166279126684 0.0481660995869693 0.0753914446627897 0.089376736966289 0.103096319230376 0.132912476046069 777.874897162094 1.00312478355863
"ppadjpred[20]" 0.0818780544498205 0.000708633648851458 0.0197249266729954 0.0437902915523351 0.0690533608633795 0.081671900472114 0.0944946278997695 0.122544358708733 774.795792518569 1.00340580054292
"ppadjpred[21]" 0.0749865964129896 0.000657611428419676 0.0182705565344101 0.0399393958434511 0.0630704780707875 0.0748361509820827 0.0866282718161277 0.112922626088813 771.9067680629 1.00368133856569
"ppadjpred[22]" 0.068679617441553 0.000610765432094621 0.0169393997927098 0.0363460680024321 0.0578518440354973 0.0685306265499954 0.0794290280283422 0.103992390368917 769.213925861469 1.00394979549105
"ppadjpred[23]" 0.0629071714239347 0.000567682907998678 0.0157189730002834 0.0329376519554829 0.0529176033349664 0.0625258111705977 0.0727085816254235 0.0955855699438448 766.71983559193 1.00420980630897
"ppadjpred[24]" 0.0576236122959631 0.000527999131871083 0.0145982351677112 0.0297639988385404 0.0481975154669228 0.0571681583352633 0.0667260901483291 0.0877066403853263 764.423965480134 1.00446024435827
"ppadjpred[25]" 0.052787221091118 0.000491391461847027 0.0135674164576904 0.0269993973097932 0.0439077580143114 0.05219019439343 0.061193184772793 0.0807662627264415 762.323134802912 1.00470021509482
"ppadjpred[26]" 0.0483598655745745 0.000457574092161878 0.012617865618669 0.0246478631424389 0.0400387945297234 0.047805862276927 0.0560947802543633 0.0744065477729164 760.411965615424 1.00492904390733
"ppadjpred[27]" 0.0443066895935835 0.000426293437398207 0.0117419145049553 0.0223630714720532 0.0364532475193666 0.0437864862370692 0.0514655056098474 0.0688211863451344 758.683316323414 1.00514625951329
"ppadjpred[28]" 0.0405958295308878 0.000397324082926521 0.0109327581202856 0.0202530839703434 0.0333430379271631 0.0400317507826493 0.0472352722423116 0.063245266781432 757.128684571557 1.0053515743886
"ppadjpred[29]" 0.0371981554793464 0.00037046524135501 0.0101843487082593 0.0184024787204874 0.0303972177149218 0.0365716873472463 0.0433882767714754 0.0584304106650277 755.738571313577 1.0055448635297
"ppadjpred[30]" 0.0340870349667615 0.000345537659092395 0.00949130249909482 0.0167209707096314 0.0276856180776467 0.0334824366182003 0.039843180604063 0.054119872227106 754.502801667873 1.00572614264751
"ppadjpred[31]" 0.031238117251936 0.000322380921496749 0.00884881780956384 0.0151761109368062 0.0251826520684607 0.0306189606542035 0.0366286012928113 0.0498231523864695 753.410801162604 1.00589554667475
"ppadjpred[32]" 0.0286291363879069 0.000300851109467468 0.00825260328220122 0.0137341197450666 0.022962112912573 0.0280034000544757 0.0336752172927784 0.0460655910705488 752.451828243684 1.00605330925363
"ppadjpred[33]" 0.0262397314076576 0.000280818764666814 0.0076988151405329 0.0124045596615524 0.0209546501256399 0.0255824391126395 0.0308924782421213 0.0426262423116515 751.615165522022 1.00619974367278
"ppadjpred[34]" 0.024051282132781 0.000262167124763878 0.00718400242814667 0.0112237654651243 0.0191089737036999 0.0234166476130893 0.0284181675576973 0.0395412055129268 750.890273269279 1.00633522555061
"ppadjpred[35]" 0.0220467592378401 0.000244790594119255 0.00670505928971936 0.0101577746659898 0.0174304393383663 0.021412182972735 0.0261064023941142 0.0367109180542586 750.2669092422 1.00646017741958
"ppadjpred[36]" 0.0202105873236879 0.000228593419127075 0.00625918344033449 0.00919680093726175 0.015879998141471 0.0195874925648573 0.0239758410709169 0.0338505859308247 749.735219131173 1.00657505525384
