"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"pp0" 0.357888957328099 0.00221319651887097 0.0799884893295104 0.224483108499947 0.298951382289571 0.349993560080465 0.409815441064067 0.533504265791427 1306.21610047641 1.00672039593095
"pr10" 0.170044751770888 0.00199132625346619 0.061910159386772 0.0650296799639505 0.126257451341741 0.16565442763625 0.209619600068552 0.301183930094268 966.58267198371 1.00405280846338
"pr20" 0.06925942881144 0.00123295034433445 0.0362692815261869 0.0078743793315916 0.0412415907966044 0.0674104881318447 0.0935025471007579 0.143768586138881 865.339907029308 1.00299038920889
"xstar" 0.0779038384216565 0.000207951250681001 0.00684883929263316 0.0646857585075534 0.0731687542224379 0.0776781311951968 0.0825520251827925 0.0919828967609895 1084.70309148313 1.00328793755953
"b1" 0.507454136376113 0.00754196354319401 0.222674097413029 0.13911803297341 0.333032829054225 0.480253252847346 0.676765891953168 0.95152364946682 871.707020581244 1.00974496939726
"b2" 0.46743237422499 0.00927019769582251 0.271712481519629 0.0418498657756633 0.236493638665211 0.44489258184505 0.680094763062754 0.974131281263719 859.094988715918 1.00187427571161
"ppadjpred[1]" 0.357888957328099 0.00221319651887097 0.0799884893295104 0.224483108499947 0.298951382289571 0.349993560080465 0.409815441064067 0.533504265791427 1306.21610047641 1.00672039593095
"ppadjpred[2]" 0.3308834309675 0.00203299767920523 0.0730741379516179 0.208101719713641 0.2767063665509 0.323843609525436 0.377029621807979 0.488804713712553 1291.97358897476 1.00669518618314
"ppadjpred[3]" 0.305930283521039 0.00186975881015393 0.0668139242330205 0.192720774872774 0.256022803646112 0.300338066174832 0.348410610207269 0.449038158687819 1276.91733834264 1.006665172001
"ppadjpred[4]" 0.282872432554954 0.00172178559612099 0.0611450210161911 0.178324667108171 0.23737935730035 0.278529032910816 0.322503982243134 0.410714297344418 1261.1421952402 1.00663014301298
"ppadjpred[5]" 0.261564902384165 0.00158842269339838 0.0560104434971058 0.165117151349505 0.219662296533016 0.257645473567747 0.298032405763652 0.379446844501145 1243.38566696985 1.00658993414402
"ppadjpred[6]" 0.241873884517677 0.00148528521089639 0.0513585203113488 0.152630826691153 0.203454901017197 0.238308351858602 0.275500249276077 0.349930891446141 1195.65336943113 1.00654443381591
"ppadjpred[7]" 0.223675871517491 0.00138914219909906 0.0471424135770538 0.141167474702664 0.188193900897021 0.220288025243368 0.254821256218198 0.322338151040657 1151.67573936886 1.00649359132433
"ppadjpred[8]" 0.206856858496006 0.00129948619675887 0.0433196833094732 0.130943193647289 0.174262159523117 0.203990032479681 0.235089467218555 0.297638329119814 1111.28948368034 1.00643742294037
"ppadjpred[9]" 0.191311606934188 0.00121529053153787 0.0398518919901325 0.12121678979764 0.161655818570817 0.188632182935799 0.217304806701505 0.274568293043052 1075.3198446101 1.0063760163021
"ppadjpred[10]" 0.176942965923667 0.00113651810120403 0.0367042454135706 0.112213117836496 0.149803968616094 0.174404288686053 0.201194214394684 0.251331427860545 1042.98937893858 1.0063095327171
"ppadjpred[11]" 0.163661246323256 0.00106303300014639 0.0338452662527746 0.103874423082163 0.138636074207903 0.161343765595051 0.18564348185739 0.232280651016204 1013.68349777293 1.00623820709104
"ppadjpred[12]" 0.151383643676884 0.000994464287401086 0.0312464970859697 0.0959311560014936 0.128172034427609 0.149554800034711 0.172055427436521 0.214752964212462 987.243519721203 1.00616234532488
"ppadjpred[13]" 0.140033706068079 0.000924907559123346 0.0288822299165618 0.0890779767442064 0.118433304448839 0.138323844830753 0.159381092178603 0.198680053390297 975.135088331663 1.00608231917473
"ppadjpred[14]" 0.129540843388144 0.000859396920833147 0.026729259497451 0.0828441501353973 0.109579392804287 0.128101588494107 0.147396904315418 0.183699203662112 967.355862599786 1.00599855873093
"ppadjpred[15]" 0.119839874773212 0.000799055120239528 0.0247666580416804 0.0764618284080949 0.101388046806918 0.118499091616634 0.136775877953832 0.17029471470991 960.685726334138 1.00591154282935
"ppadjpred[16]" 0.110870611221315 0.000743403674897276 0.022975569162914 0.0709054889647031 0.0938553231664654 0.109386011642657 0.12655318971465 0.158036965547901 955.175446944025 1.00582178784337
"ppadjpred[17]" 0.102577470636177 0.000691338213473587 0.0213390191396199 0.0655014918952366 0.0867273311965344 0.101015223838369 0.117121469065282 0.14683687519854 952.725479070247 1.00572983540435
"ppadjpred[18]" 0.0949091227614189 0.000643334868678469 0.0198417438331601 0.0606834189420755 0.0804174861090154 0.0934819142812523 0.108230332188842 0.136388876854107 951.22990492305 1.00563623965279
"ppadjpred[19]" 0.0878181616685242 0.000599044839176532 0.0184700298088789 0.0560555791109075 0.0742947152701438 0.0865115939017161 0.10013535417456 0.126476863589436 950.640977397375 1.00554155462709
"ppadjpred[20]" 0.0812608036458438 0.00055815087168647 0.0172115684074728 0.0517833346233033 0.0686507262247208 0.0800258920748111 0.0926380586530333 0.117233984339476 950.906201932729 1.00544632235423
"ppadjpred[21]" 0.0751966085052089 0.000520364399995036 0.0160553216887397 0.0477965809016725 0.0633544957567515 0.0741164771005138 0.0860572148430787 0.109134215141502 951.969137088264 1.0053510621238
"ppadjpred[22]" 0.0695882224786499 0.000485422936185781 0.0149913993196136 0.0440146790412637 0.0585560291605959 0.0684995009049353 0.0796039271984055 0.101444684507368 953.770222266886 1.00525626131561
"ppadjpred[23]" 0.0644011410212883 0.000453087692256112 0.0140109456027828 0.040364803887283 0.0541122200009385 0.0633562864280035 0.0736905939191535 0.0947153975927397 956.247612132696 1.00516236802385
"ppadjpred[24]" 0.0596034899686928 0.000423141412294089 0.01310603594204 0.0371468270085705 0.0498967259926909 0.0586718944689355 0.0681137886335518 0.0876748895633914 959.337998420625 1.00506978559216
"ppadjpred[25]" 0.0551658236187594 0.000395386397174779 0.0122695821178686 0.0343049810124205 0.0460406046006217 0.0543902549470862 0.063188261713934 0.0814687226952284 962.977401643958 1.00497886905446
"ppadjpred[26]" 0.0510609384203269 0.000369642705337623 0.0114952458045297 0.0316149527068966 0.0425960474212439 0.0502135300688828 0.0585974639620802 0.0757922908952515 967.10191751738 1.00488992337555
"ppadjpred[27]" 0.0472637010540366 0.000345746514641535 0.0107773598015834 0.0290496637539883 0.0393194488541159 0.0464409456101957 0.054252823510572 0.0703790043238992 971.648405573215 1.00480320330775
"ppadjpred[28]" 0.0437508897860887 0.00032354863158266 0.0101108564820269 0.0267658441495457 0.0363099443590558 0.043010697808729 0.0502214697237705 0.0654196172715454 976.55511029582 1.00471891462837
