"mean" "se_mean" "sd" "2.5%" "25%" "50%" "75%" "97.5%" "n_eff" "Rhat"
"pp0" 0.354014392682729 0.00274638950443089 0.08629043196959 0.199932078004518 0.29342464237241 0.34887763943062 0.407723040742389 0.54494368163994 987.190630278306 0.999082176413177
"pr10" 0.108122185431298 0.00140428956592542 0.0457394258351236 0.0348318124507194 0.0737160302353868 0.10241299707857 0.135775203851036 0.207959883143733 1060.88443907171 1.00159181153208
"pr20" 0.0291023691978516 0.000653215994093418 0.0194557138205177 0.00156633410823554 0.0136589678477436 0.0266110550150352 0.0417691015699167 0.0720604955589563 887.116626689692 1.00142224987155
"xstar" 0.0775655915602596 0.000184342933431367 0.00674357564691626 0.0649335751258876 0.0728785777933879 0.0773062310551028 0.0820218767882085 0.091642440890302 1338.2198854693 1.00191719394518
"b1" 0.337945215627286 0.00668519916217002 0.190138854729567 0.0768932458606659 0.196696134694513 0.295619554533236 0.44145044271585 0.798406745527186 808.933921274853 1.00147426991504
"b2" 0.337311403069876 0.0102141697046452 0.263847825623415 0.0113201527717996 0.117716076358508 0.277724241160403 0.510062318879974 0.925299006290085 667.268925780593 1.00541874529346
"ppadjpred[1]" 0.354014392682729 0.00274638950443089 0.08629043196959 0.199932078004518 0.29342464237241 0.34887763943062 0.407723040742389 0.54494368163994 987.190630278306 0.999082176413177
"ppadjpred[2]" 0.327437315559486 0.00251604197942791 0.0791172777497474 0.185802223272081 0.27143082758014 0.32293136877836 0.377809322471596 0.500332277185357 988.796466200855 0.999092168944627
"ppadjpred[3]" 0.302869287296167 0.00230622639415659 0.0725941913509176 0.172377014745124 0.25190474824521 0.299421612679275 0.348974935115892 0.459139856452374 990.831642146091 0.999108168286934
"ppadjpred[4]" 0.280157394248587 0.00211506927656629 0.0666604140427628 0.160806794030469 0.233285729219121 0.276922557247914 0.322476884453184 0.425913553833081 993.314602953783 0.999130371726961
"ppadjpred[5]" 0.259160440635473 0.00194086762184265 0.0612607879058708 0.149594610523191 0.216287454080995 0.25641630950287 0.297744264092778 0.390451119803116 996.261451135676 0.999158927062716
"ppadjpred[6]" 0.239748044536477 0.00178207352342205 0.0563452523691125 0.138410958043768 0.200449335482753 0.237576428561691 0.274399169116088 0.359782513102388 999.685564981571 0.999193926816625
"ppadjpred[7]" 0.221799804097068 0.00163728018931883 0.0518683860584528 0.128368901393518 0.186137120126674 0.220051224147072 0.254000183490907 0.332901331942087 1003.59723312165 0.999235403385147
"ppadjpred[8]" 0.205204528451902 0.00150520921838371 0.0477889897806892 0.11838398900719 0.172217875697353 0.203750752259025 0.23506521527763 0.307561571214287 1008.00331684363 0.99928332537558
"ppadjpred[9]" 0.189859528310068 0.00138469902231513 0.044069706834422 0.109496866985045 0.159473277692223 0.18832565618597 0.21761509652011 0.28413887509992 1012.90695175673 0.999337595347492
"ppadjpred[10]" 0.17566996154332 0.00127469428946156 0.0406766771811265 0.101595173631867 0.147533530403289 0.174363005389965 0.201074503370066 0.260645901967592 1018.30730019156 0.999398049126354
"ppadjpred[11]" 0.162548229484552 0.00117423639577598 0.0375792223244177 0.0941558031363184 0.136723264701508 0.161500862203878 0.186052399029567 0.24157504660503 1024.19936497259 0.999464456792867
"ppadjpred[12]" 0.15041341998101 0.001082454676797 0.0347495580378358 0.0869420634304367 0.126553672525349 0.14955346785899 0.172068933161194 0.222495511030605 1030.5738738769 0.999536525376847
"ppadjpred[13]" 0.139190793557287 0.000998558482309113 0.0321625323525045 0.0804880963546687 0.117241359774463 0.138331827735036 0.159425858823114 0.206598319492603 1037.41724221559 0.999613903204557
"ppadjpred[14]" 0.128811309329148 0.000921829942445305 0.0297953864671277 0.0747707121719174 0.108502168724824 0.127668869897204 0.147612412126662 0.191803147212995 1044.71161860148 0.999696185768727
"ppadjpred[15]" 0.119211187572685 0.000851617380497334 0.0276275364748137 0.0692721307954507 0.100323905767231 0.118132938064454 0.136659407525951 0.176819380415547 1052.43501619772 0.999782922917355
"ppadjpred[16]" 0.110331506095914 0.000787329313645194 0.0256403740146887 0.0640135476322828 0.0929294808598259 0.109247104103309 0.126710501006277 0.163778509226175 1060.56152871245 0.999873627096309
"ppadjpred[17]" 0.10211782778344 0.00072842898825365 0.0238170841514789 0.0589805691100459 0.0859372850460614 0.101220528476071 0.117546238381644 0.150768062440212 1069.06162727965 0.99996778233619
"ppadjpred[18]" 0.0945198568906577 0.000674429401350525 0.0221424789634609 0.0548254025154698 0.0792820968507328 0.0937478241208372 0.108792398142858 0.139629738819604 1077.90253132384 1.00006485364893
"ppadjpred[19]" 0.087491121853644 0.00062488876443427 0.0206028454786743 0.0505838044469267 0.073262005058447 0.0866660954602527 0.100930228313367 0.129858472083261 1087.04864372806 1.00016429649517
"ppadjpred[20]" 0.080988682555568 0.000579406369888695 0.0191858067415085 0.0468820954594834 0.0676517497799411 0.0800111804281 0.0935723287062305 0.120434140963931 1096.46203827531 1.00026556599906
"ppadjpred[21]" 0.0749728601514387 0.000537618824038912 0.017880194917359 0.0430470284928546 0.0624206343163418 0.0739954916419236 0.0867614325498207 0.111367839713266 1106.10298555155 1.00036812561976
"ppadjpred[22]" 0.0694069877012801 0.00049919661429041 0.0166759354529094 0.0396482504534368 0.0574982194258683 0.0685840346807697 0.0804435065372595 0.103742827079844 1115.93050237858 1.00047145503574
"ppadjpred[23]" 0.064257179998474 0.000463840980876966 0.0155639414048812 0.0363691470468319 0.0529874554661285 0.0634219367892026 0.0746170826062367 0.096467233630145 1125.9029094379 1.00057505705341
